dct:title,MUSTERDATENSATZ,THEMA,BEZEICHNUNG,dct:description,dct:identifier,dcat:Distribution.dct:license,dcat:theme,updated_at,ORG,dcat:landingPage,ART,Metadaten,Format,Datum,KGSt
Beziehende von Grundsicherung im Alter und bei Erwerbsminderung nach SGB XII Düsseldorf,Soziale Hilfen - Leistungsbezieher,Soziale Hilfen,Leistungsbezieher,"Der Datensatz enthält die Anzahl der Leistungsempfänger von Grundsicherung im Alter und bei Erwerbsminderung nach SGB XII in Düsseldorf von 2010 bis 2016.Die Zahlen wurden jeweils zum 31.12. des Jahres erhoben.Die Datei ""Leistungsempfänger von Grundsicherung im Alter und bei Erwerbsminderung nach SGB XII Düsseldorf"" enthält folgende Spalteninformationen:<ul><li>Jahr: Erhebungsjahr</li>	<li>Anzahl Personen: Anzahl der leistungsbeziehenden Älteren zum 31.12. des Jahres</li></ul>",4b8e455e-398f-4d62-8a91-ad352ee3b10d,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Bevölkerung und Gesellschaft,2020-01-28T04:14:10.448283,Düsseldorf,https://open.nrw/dataset/beziehende-von-grundsicherung-im-alter-und-bei-erwerbsminderung-nach-sgb-xii-duesseldorf-d,,,,,
Stadt Moers: Strassenverzeichnis der Sozialraumteams Moers,Soziale Hilfen - Straßen,Soziale Hilfen,Straßen,"Der allgemeine soziale Dienst arbeitet sozialraumorientiert, das heißt die zuständigen Mitarbeiter und Mitarbeiterinnen sind dezentral in den entsprechenden Teams Moers Nord, Moers Ost und Moers Mitte/Süd zu finden. In diesem Straßenverzeichnis finden Sie die jeweils zuständigen Sachbearbeiterinnen und Sachbearbeiter, aufgelistet nach Straßennamen.  ",e6da0023-911b-4797-a2fc-5c881b33ab87,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,2019-10-24T06:57:19.456463,Stadt Moers,https://open.nrw/dataset/strassenverzeichnis-der-sozialraumteams-moers-odp,,,,,
Wohngeldempfänger in den Wohnquartieren Düsseldorf,Soziale Hilfen - Wohngeld,Soziale Hilfen,Wohngeld,"Der Datensatz enthält Zahlen zu den Wohngeldempfängern seit 2014  in den Wohnquartieren von Düsseldorf. Die Daten stammen aus der kleinräumigen Wohnungsmarktbeobachtung.Auf Basis von neu abgegrenzten Wohnquartieren ermöglicht die kleinräumige Wohnungsmarktbeobachtung eine detaillierte, räumliche Analyse des Status-Quo auf dem Wohnungsmarkt. Sie umfasst Daten seit dem Jahr 2014 und wird jährlich fortgeschrieben.<br /><br />Jedes Wohnquartier ist einem Wohnquartierstypen zugeordnet. Diese Typen leiten sich aus der Bautypologie und dem Baualter sowie den unterschiedlichen Flächennutzungen ab. Die Wohnquartiere charakterisieren damit die unterschiedlichen, kleinräumigen Teilmärkte in Düsseldorf.In eigenen Datensätzen finden Sie Geoinformationen zu den Wohnquartiergrenzen und Schlüsseltabellen zu den Wohnquartieren.Das interaktive Angebot zu den Daten finden Sie auf der Seite des Amtes für Statistik und Wahlen unter: https://www.duesseldorf.de/statistik-und-wahlen/statistik-und-stadtforschung/analysen/wohnungsmarktbeobachtung.htmlHier finden Sie auch Begriffserläuterungen und die Datensammlung zur Wohnungsmarktbeobachtung in den Dateiformaten PDF und XLS.Die Dateien Wohngeldempfänger Wohnquartiere Düsseldorf für die einzelnen Jahre enthalten folgende Spalteninformationen:<ul><li>Wohnquartier: Nummer des Quartiers</li>	<li>Jahreszahl: Anzahl Haushalte im angegebenen Jahr</li></ul> ",a5153d3b-a345-4a70-b89a-8a9bee18db54,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Bevölkerung und Gesellschaft,2020-01-28T04:18:08.177848,Düsseldorf,https://open.nrw/dataset/wohngeldempfaenger-den-wohnquartieren-duesseldorf-d,,,,,
Stadt Moers: Belegung der Sportstätten,Sport- und Spielstätten - Belegung,Sport- und Spielstätten,Belegung,Der Datensatz enthält Informationen zur Anzahl der periodischen und terminlichen Belegungen der Sportstätten in Moers-,a9d868b2-0f64-4e1c-aa85-d92351dd9ac9,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T06:20:38.396765,Stadt Moers,https://open.nrw/dataset/belegung-der-sportstatten-odp,,,,,
Stadt Moers: Spielplätze in Moers,Sport- und Spielstätten - Einrichtungen,Sport- und Spielstätten,Einrichtungen,Der Datensatz enthält die Geodaten (in WGS 84 Auf städtischem Grundbesitz) zu Spielplätzen in Moers (Stand: April 2019). Dieser Datensatz wird nicht mehr aktualisiert.Seit Mai 2019 gibt es einen neuen Datensatz [Spiel- und Bolzplätze.](https://www.offenesdatenportal.de/dataset/spiel-und-bolzplatze-in-moers),c06434cb-15e1-46ad-a9e7-1e5e976ab2e8,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-11-18T02:24:42.689765,Stadt Moers,https://open.nrw/dataset/spielplatze-in-moers-odp,,,,,
Stadt Bonn: Standorte städtischer Spielplätze,Sport- und Spielstätten - Einrichtungen,Sport- und Spielstätten,Einrichtungen,Der API gibt die Standorte der städtischen Spielplätze in Bonn aus.,10093cfa-3d42-4477-a22f-2bb738cbe1f8,http://dcat-ap.de/def/licenses/cc-zero,"Bildung, Kultur und Sport",2020-01-28T01:15:11.797881,Bonn,https://open.nrw/dataset/standorte-staedtischer-spielplaetze-bn,,,,,
Stadt Köln: Spiel- und Sportplaetze in Koeln,Sport- und Spielstätten - Einrichtungen,Sport- und Spielstätten,Einrichtungen,"Auflistung von Spiel- und Sportplätzen in Köln.  Eine kartenbasierte Darstellung kann hier eingesehen werden: http://www.stadt-koeln.de/leben-in-koeln/freizeit-natur-sport/spielplaetze-koelnDie Liste der Spiel- und Sportplatzangebote wird ständig aktualisiert und ist nicht abschließend. Dies betrifft auch die jeweiligen Spielgeräte und Sportmöglichkeiten, welche kontinuierlich angepasst und überarbeitet werden. Felder:<ul><li>	OBJECTID: ""OBJECTID"",	</li>	<li>	MKOORX: ""MKOORX"",	</li>	<li>	MKOORY: ""MKOORY"",	</li>	<li>	Typ: ""Typ"",	</li>	<li>	ID_TYP: ""ID_TYP"",	</li>	<li>	Spielplatz_Nr: ""Spielplatz_Nr"",	</li>	<li>	Spielplatzname: ""Spielplatzname"",	</li>	<li>	Stadtbezirk: ""Stadtbezirk"",	</li>	<li>	Stadtteil: ""Stadtteil"",	</li>	<li>	Stadtviertel: ""Stadtviertel"",	</li>	<li>	Spielplatzpaten: ""Spielplatzpaten"",	</li>	<li>	Besonderheiten: ""Besonderheiten"",	</li>	<li>	in_Grünanlage_Park: ""in_Grünanlage_Park"",	</li>	<li>	verkehrsarmer_Strasse: ""verkehrsarmer_Strasse"",	</li>	<li>	verkehrsreicher_Strasse: ""verkehrsreicher_Strasse"",	</li>	<li>	in_Wohnanlage: ""in_Wohnanlage"",	</li>	<li>	Geschäfte_Gewerbe: ""Geschäfte_Gewerbe"",	</li>	<li>	Wohnviertel: ""Wohnviertel"",	</li>	<li>	Ball_u_Sportangebot: ""Ball_u_Sportangebot"",	</li>	<li>	Wohnen_Geschäfte: ""Wohnen_Geschäfte"",	</li>	<li>	Basketball: ""Basketball"",	</li>	<li>	Bolzplatz: ""Bolzplatz"",	</li>	<li>	Bolzwiese: ""Bolzwiese"",	</li>	<li>	Boulebahn: ""Boulebahn"",	</li>	<li>	Streetball: ""Streetball"",	</li>	<li>	Skaten: ""Skaten"",	</li>	<li>	Tischtennis: ""Tischtennis"",	</li>	<li>	Basketballkörbe: ""Basketballkörbe"",	</li>	<li>	Fussballtore: ""Fussballtore"",	</li>	<li>	Tischtennis_Tische: ""Tischtennis_Tische"",	</li>	<li>	Torwand: ""Torwand"",	</li>	<li>	Sonstiges: ""Sonstiges""	</li>	<li>	x: spatialReference: 4326,	</li>	<li>	y: spatialReference: 4326	</li></ul>Information:Neben den oben angegebenen X,Y Koordinaten mit dem Bezugssystem WGS_1984_UTM_Zone_32N, gibt es ein weiteres Feld ""geometry"", welches die X/Y Koordinaten im Bezugssystem WGS84 (EPSG:4326) ausgibt.",167c8dbb-722a-42f7-8574-6acea0c183f5,http://dcat-ap.de/def/licenses/cc-by,"Bildung, Kultur und Sport",2020-01-28T00:32:32.314267,Köln,https://open.nrw/dataset/spiel-und-sportplaetze-koeln-k,,,,,
Stadt Bonn: Freibäder Standorte,Freizeit - Bäder,Freizeit,Bäder,Der Datensatz liefert die Standorte der städtischen Freibäder im Bonner Stadtgebiet.,d9542f9f-2ea4-4cc4-a3f8-52ee7f507fb4,http://dcat-ap.de/def/licenses/cc-zero,"Bildung, Kultur und Sport",2020-01-28T01:13:14.257568,Bonn,https://open.nrw/dataset/freibaeder-standorte-bn,,,,,
D21 Stadtarchiv Kerpen,Stadtarchiv - Bestände,Stadtarchiv,Bestände,"2.000 Meter Geschichte direkt am Stiftsplatz: Das Kerpener StadtarchivAuf unserem neuen Portal „Mein Stadtarchiv“ finden Sie Informationen über die Unterlagen, die sich im Stadtarchiv Kerpen befinden. Sie können sich mit einem einfachen Klick durch unsere verschiedenen Bestände bewegen und sehen, was es hier zu welchem Thema gibt. Die schon digitalisierten Unterlagen – Fotos, Akten, Pläne – werden nicht nur angezeigt, sondern stehen auch zum Download bereit. Wenn Sie Ihr Wissen über Fotos mit uns teilen wollen, freuen wir uns sehr!<br />Wenn Sie darüberhinaus Fragen haben, sind wir im Stadtarchiv im Haus für Kunst und Geschichte gern für Sie da! Die Benutzung des Stadtarchivs ist für alle interessierten Bürgerinnen und Bürger unentgeltlich möglich.&nbsp;Adresse: Stiftsstraße 8, 50171 Kerpen<br />Geöffnet: Di und Mi 09.00–12.00 Uhr, Do 14.00–18.00 Uhr sowie nach Vereinbarung<br />Kontakt: 02237-922170 oder historisches-archiv@stadt-kerpen.de<br />Web: www.stadt-kerpen.de/stadtarchiv",5f9d40c0-4eac-471f-908d-fab79103faef,http://dcat-ap.de/def/licenses/cc-by,Bevölkerung und Gesellschaft,2020-01-28T02:21:19.170396,Kerpen,https://open.nrw/dataset/d21-stadtarchiv-kerpen-rer,,,,,
Stadt Moers: Bestand Moers – Archiv ehemalige Gemeinde Rheinkamp,Stadtarchiv - Bestände,Stadtarchiv,Bestände,Das Gemeindearchiv des 1975 eingemeindeten Ortes Rheinkamp ist im Stadtarchiv Moers überliefert. Die Inhalte sind historisch; die Bestände sind jeweils in sich abgeschlossen und werden nicht mehr verändert.Dieser Datensatz ist eine CSV- bzw. PDF-Ausgabe des Findbuches [Alte Registratur Rheinkamp](https://www.moers.de/de/ansprechpartner/425-stadtarchiv/) auf www.moers.de.,a57e4e00-48a4-41f1-9611-c2bac4bbb652,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Bevölkerung und Gesellschaft,2019-10-24T06:22:20.389377,Stadt Moers,https://open.nrw/dataset/bestand-moers-archiv-ehemalige-gemeinde-rheinkamp-odp,,,,,
Stadt Bonn: Bonn - Das neue Profil,Stadtmarketing - Information,Stadtmarketing,Information,Informationsdienst - Medientext,3fe6a179-2952-4fde-8ce4-68b034c376c4,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:55:48.631606,Bonn,https://open.nrw/dataset/bonn-das-neue-profil-bn,,,,,
Stadt Bonn: Uno in Bonn,Stadtmarketing - Information,Stadtmarketing,Information,Informationsdienst - Medientext zum UN-Standort Bonn,74ccc387-4397-4f39-9f77-c9d0de7e726a,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:55:49.375556,Bonn,https://open.nrw/dataset/uno-bonn-bn,,,,,
Stadt Bonn: Bonn in den Städterankings 2012,Stadtmarketing - Städterankings,Stadtmarketing,Städterankings,"Informationsdienst, Medientext zum Wirtschaftsstandort",39f89afa-7529-484b-8923-2afd24cb34e2,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:56:13.539250,Bonn,https://open.nrw/dataset/bonn-den-staedterankings-2012-bn,,,,,
Stadt Bonn: Strukturwandel - Das Bundesviertel,Stadtmarketing - Standortentwicklung,Stadtmarketing,Standortentwicklung,"Informationsdienst, Medientext",f0b45dc8-d2ca-4155-bea9-f3f89cefcf65,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:55:53.295783,Bonn,https://open.nrw/dataset/strukturwandel-das-bundesviertel-bn,,,,,
Stadt Bonn: Bonn in Zahlen,Stadtmarketing - Zahlen und Fakten,Stadtmarketing,Zahlen und Fakten,Zusammenfassung Bonn in Zahlen,1a68f3c7-4450-4301-950b-33624f822431,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:55:48.008097,Bonn,https://open.nrw/dataset/bonn-zahlen-bn,,,,,
Stadt Köln: Statistisches Jahrbuch 2011,Stadtmarketing - Zahlen und Fakten,Stadtmarketing,Zahlen und Fakten,"Zahlen und Statistik Der Überblick in Zahlen und Statistiken über Grunddaten und Entwicklung, über Wirtschaft, Politik und Lebensverhältnisse der viertgrößten Stadt Deutschlands. Die Dateien sind entsprechend umfangreich. Eine Recherche nach einzelnen Kapiteln kann auf den Seiten der Stadt Köln auch online erfolgen. Diese und weitere statistische Auswertungen finden Sie auf den Seiten der Stadt Köln",ef6908c7-ec94-4dce-9110-1d179ecb1db2,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:22:29.001943,Köln,https://open.nrw/dataset/statistisches-jahrbuch-2011-k,,,,,
Stadt Bonn: Stadtgebiet Bonn (Eckzahlen),Stadtmarketing - Zahlen und Fakten,Stadtmarketing,Zahlen und Fakten,Statistische Eckzahlen,67ce8356-3225-4c7c-9568-e788e1b11780,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:59:23.174028,Bonn,https://open.nrw/dataset/stadtgebiet-bonn-eckzahlen-bn,,,,,
Stadt Köln: 3D Stadtmodell Koeln,Stadtplan - Stadtmodell 3D,Stadtplan,Stadtmodell 3D,"Mit der Veröffentlichung des digitalen Stadtmodells in der 3. Dimension wird Köln endlich auch in 3D erleb- und planbar.Die Nutzung von 2D- und 3D-Geoinformationen erlaubt die plastische Visualisierung von Zeitgeschichte ebenso wie die Planung zukünftiger Projekte der Stadtentwicklung.Im Umweltbereich ermöglichen 3D-Stadtmodelle unter anderem die Simulation von Lärm- und Abgasausbreitungen sowie Voraussagen über mögliche Veränderungen des Stadtklimas. In Katastrophensituationen wie zum Beispiel bei Hochwasser kann bei Vorliegen von 3D-Landschaftsmodellen schnell ermittelt werden, welche Gebiete und Gebäude betroffen sein werden, so dass entsprechende Maßnahmen frühzeitig eingeleitet werden können.Derzeit bezieht sich der zu Grunde liegende Datenbestand noch auf das Jahr 2010, wird aber noch in diesem Jahr aktualisiert werden. Dennoch besteht schon heute die Möglichkeit das gesamte Stadtgebiet in 3D zu erleben. Insgesamt stehen rund 350.000 Gebäude und Sonderbauwerke, wie der Dom, die Rheinbrücken oder die romanischen Kirchen schon jetzt zur Verfügung. Die dargestellte Fläche umfasst etwa 409 Quadratkilometer.<blockquote>Information: Eine interaktive Visualisierung finden Sie hier: http://www.stadt-koeln.de/politik-und-verwaltung/geoportal/3d-stadtmodell-eine-neue-dimension-der-digitalisierung </blockquote>",e67af649-5329-4cee-896d-2e58b2fc3995,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:50:53.789023,Köln,https://open.nrw/dataset/3d-stadtmodell-koeln-0-k,,,,,
Stadt Köln: Stadtkartenwerk Koeln,Stadtplan - Stadtpläne,Stadtplan,Stadtpläne,"Das Stadtkartenwerk Köln umfasst kartographisch generalisierte Basisdatenbestände für den Maßstabsbereich 1:10.000 bis 1:100.000. Es ist in verschiedenen inhaltlichen und farblichen Ausprägungen verfügbar. Die Bereitstellung des Stadtkartenwerkes erfolgt durch<ul><li>4 WMS-Dienste für die Verwendung in Geoinformationssystemen<br />	Sie decken große Teile der Rhein-Ruhr-Schiene und des Bergischen Landes ab. In 4 Farbausprägungen (orange, blau, grau, Internetfarben) visualisieren die WMS-Dienste die Kartendaten in maßstabsabhängigen Inhalten. Die Aktualisierung der Dienste erfolgt ständig.<br />	 </li>	<li>georeferenzierte Rasterdateien für die Verwendung in Geoinformationssystemen<br />	Die georeferenzierten Rasterdateien beziehen sich auf Köln und die nähere Umgebung. Auch hier stehen verschiedene Farb- und Inhaltsvarianten zur Verfügung (farbig, grau, ÖPNV, Verwaltungsgrenzen). Die Aktualisierung der Dateien erfolgt ca. 2 mal pro Jahr.<br />	 </li>	<li>Dateien für die Nutzung in Grafik- und Bildbearbeitungsprogrammen<br />	Sie beziehen sich auf ausgewählte Bereiche des Stadtgebietes Köln und werden als PDF-Dateien bereitgestellt und bei Bedarf aktualisiert</li></ul>Fragen rund um Stadtkartenwerk, Stadtplan und Übersichtskarte beantwortet das Amt für Liegenschaften, Vermessung und Kataster der Stadt Köln (kataster@stadt-koeln.de).<br /><br />Informationen<br />Über www.auf-karte.de erreicht man ein Geodatenportal von Städten und Kreisen der Rhein-Ruhr-Schiene, des Bergischen Landes und des Regionalverbandes Ruhr. Aus dem „Geoshop“ http://www.auf-karte.de/daten.html kann man kostenlos Stadtkartendaten in individuell gewählten Ausschnitten, mit unterschiedlichen Inhalten und in verschiedenen Farbausprägungen herunterladen. Das Exportformat ist frei wählbar.Über die Internetseite http://geodaten.metropoleruhr.de/download/spw/ können Rasterdaten der Stadtkarte des beschriebenen Großraums in standardisierten Zuschnitten (Kacheln in 10*10 km oder BigTIF für den gesamten Raum), 7 farblichen Ausprägungen und 7 unterschiedlichen Maßstabsstufen) heruntergeladen werden. Achtung! Es handelt sich um sehr große Datenmengen!",2a2b6ffd-b206-42af-a767-050d563b81f2,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:34:45.673856,Köln,https://open.nrw/dataset/stadtkartenwerk-koeln-k,,,,,
Stadt Bonn: Ausschreibungen der Stadtwerke Bonn,Stadtwerke - Ausschreibungen Vergaben,Stadtwerke,Ausschreibungen Vergaben,Ausschreibungen der Stadtwerke Bonn,7e86ac7a-7d79-4d1a-a1a1-2fe6c33dfa3f,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T01:01:19.611533,Bonn,https://open.nrw/dataset/ausschreibungen-der-stadtwerke-bonn-bn,,,,,
Stadt Bonn: Beteiligungen der Stadtwerke Bonn,Stadtwerke - Beteiligungen,Stadtwerke,Beteiligungen,,bd11c470-2cc3-48ed-9dfe-7d3ec3fce2b8,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,,Bonn,https://open.nrw/dataset/nan,,,,,
Stadt Bonn: Immobilienangebote der Stadtwerke Bonn,Stadtwerke - Immobilienangebote,Stadtwerke,Immobilienangebote,Immobilienangebote der Stadtwerke Bonn,b71c9d94-e392-4fc1-80fe-78fd7657cf9f,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T01:01:20.198085,Bonn,https://open.nrw/dataset/immobilienangebote-der-stadtwerke-bonn-bn,,,,,
Stadt Bonn: Energieberichte,Energiewirtschaft - Energieberichte,Energiewirtschaft,Energieberichte,"Energieberichte des Städtischen Gebäudemanagements mit allgemeinen Informationen zu städtischen Gebäuden sowie detaillierten Ausführungen zu Heizenergie, Elektroenergie und Wasser",af93339d-3e3b-4d80-90ce-b10df8eca06c,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T01:02:18.588132,Bonn,https://open.nrw/dataset/energieberichte-bn,,,,,
Stadt Bonn: Kennzahlen der Stadtwerke Bonn,Stadtwerke - Kennzahlen,Stadtwerke,Kennzahlen,Kennzahlen und Geschäftsberichte der Stadtwerke Bonn.,7fcc3ca9-4d93-4292-bd5a-f90bdb542402,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T01:01:08.136516,Bonn,https://open.nrw/dataset/kennzahlen-der-stadtwerke-bonn-bn,,,,,
Stadt Bonn: Verkäufe der Stadtwerke Bonn,Stadtwerke - Verkäufe,Stadtwerke,Verkäufe,,5bbdd07f-00ee-4b3d-9b68-ad45f558e35d,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,,Bonn,https://open.nrw/dataset/nan,,,,,
Stadt Moers: Bestandsliste der Hunde in Moers,Steuern und Abgaben - Hundesteuer,Steuern und Abgaben,Hundesteuer,"Der Datensatz enthält die Bestandszahlen der Hunde in Moers für die Jahre ab 2010. Ausgewiesen werden die Gesamtzahlen der Hunde in Haushalten mit 1, 2 und 3 oder mehr Hunden und die Höhe der in den Jahren erzielten Hundesteuereinnahmen.",a89bc109-9230-4db6-b05e-d72ffd32947c,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Regierung und öffentlicher Sektor,2019-10-24T06:22:26.199162,Stadt Moers,https://open.nrw/dataset/bestandsliste-der-hunde-in-moers-odp,,,,,
Stadt Moers: Entwicklung der Hundersteuer in Moers,Steuern und Abgaben - Hundesteuer,Steuern und Abgaben,Hundesteuer,"Der Datensatz enthält die Entwicklung der Hundesteuer in Moers ab 2010. Unterschieden wird dabei nach HAushalten mit 1, 2 und 3 oder mehr Hunden.Der Datensatz wird jährlich aktualisiert.",13013159-ad6b-4ceb-b598-91dc8c4357d5,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Regierung und öffentlicher Sektor,2019-10-24T06:34:01.783399,Stadt Moers,https://open.nrw/dataset/entwicklung-der-hundersteuer-in-moers-odp,,,,,
Stadt Moers: Hundesteuer-Statistik Moers 2015,Steuern und Abgaben - Hundesteuer,Steuern und Abgaben,Hundesteuer,"Der Datensatz enthält neben der Gesamtzahl der Hunde die Aufteilung der Hunde auf Haushalte mit 1, 2 und 3 oder mehr Hunden.Darüber hinaus werden die Anzahl steuerpflichtiger Haushalte, die Gesamteinnahmen und die Zahl der Hunde mit Steuerermäßigung oder mit Steuerbefreiung angegeben.",3f9d4bcd-6788-4fb1-b83a-f811a505ad32,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Regierung und öffentlicher Sektor,2019-10-24T06:44:46.469635,Stadt Moers,https://open.nrw/dataset/hundesteuer-statistik-moers-2015-odp,,,,,
Hebesätze für Realsteuern und die Hundesteuer für Düsseldorf,Steuern und Abgaben - Hundesteuer,Steuern und Abgaben,Hundesteuer,Der Datensatz enthält Informationen zu den Hebesätzen für Realsteuern und zur Hundesteuer in Düsseldorf.<br />Weitere Informationen finden Sie auf den entsprechenden Seiten des Steueramtes der Landeshauptstadt Düsseldorf.Die einzelnen Themen werden hier behandelt:<br />Festsetzung der Gewerbesteuervorauszahlungen<br />Informationen zur Grundsteuer<br />Informationen zur HundesteuerDarüber hinaus bietet das Steueramt auch Informationen zur Vergnügungssteuer und Informationen zur Wettbürosteuer an.Die Dateien enthalten folgende Spalteninformationen:<ul><li>Jahr: Jahresangabe</li>	<li>GewSt: Gewerbesteuer in Prozent</li>	<li>LsSt: Lohnsummensteuer in Prozent</li>	<li>GrSt A: Grundsteuer A in Prozent</li>	<li>GrSt B: Grundsteuer B in Prozent</li>	<li>HSt 1: Hundesteuer für einen Hund gemäß Allgemeine Steuersätze (§ 2 Absatz 1 Hundesteuersatzung) in Euro Pro Jahr</li>	<li>HSt 2: Hundesteuer für zwei Hunde (je Hund) gemäß Allgemeine Steuersätze (§ 2 Absatz 1 Hundesteuersatzung) in Euro Pro Jahr</li>	<li>HSt 3: Hundesteuer für drei oder mehr Hunde (je Hund) gemäß Allgemeine Steuersätze (§ 2 Absatz 1 Hundesteuersatzung) in Euro Pro Jahr</li>	<li>KHSt 1: Kampfhundesteuer für einen Hund gemäß Steuersätze für gefährliche Hunde und Hunde bestimmter Rasse (§ 2 Absatz 3 Hundesteuersatzung) in Euro Pro Jahr</li>	<li>KHSt 2: Kampfhundesteuer für zwei Hunde (je Hund) gemäß Steuersätze für gefährliche Hunde und Hunde bestimmter Rasse (§ 2 Absatz 3 Hundesteuersatzung) in Euro Pro Jahr</li></ul> ,f51454db-c234-434f-add1-df4e6d88a27c,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Regierung und öffentlicher Sektor,2020-01-28T04:27:43.391194,Düsseldorf,https://open.nrw/dataset/hebesaetze-fuer-realsteuern-und-die-hundesteuer-fuer-duesseldorf-d,,,,,
Nettosteuereinnahmen Düsseldorf insgesamt seit 2002,Steuern und Abgaben - Nettoeinnahmen,Steuern und Abgaben,Nettoeinnahmen,"Der Datensatz enthält die Aufstellung der Nettosteuereinnahmen der Stadt Düsseldorf insgesamt seit 2002.Die Gemeinden erhalten seit dem Jahre 1970 einen Gemeindeanteil an der Einkommensteuer. Vom Jahre 1980 an beträgt dieser 15 v.H. des Landesaufkommens an Lohnsteuer und veranlagter Einkommensteuer. Darüber hinaus erhalten die Gemeinden seit 1993 12 v.H. des Aufkommens aus dem Zinsabschlag als Gemeindeanteil an der Einkommensteuer. Der Gemeindeanteil wird nach einem Schlüssel auf die Gemeinden verteilt.Infolge der Systemumstellung beim Kindergeld im Rahmen der Neuregelung des Familienleistungsausgleichs wird den Gemeinden durch das Land NRW ein Ausgleichsbetrag zur Verfügung gestellt, der nach dem Schlüssel für den Gemeindeanteil an der Einkommensteuer verteilt wird.Die Gemeinden erhalten vom Jahre 1998 an als Ersatz für den Wegfall der Gewerbekapitalsteuer einen Gemeindeanteil an der Umsatzsteuer. Der Gemeindeanteil wird nach einem Schlüssel auf die Gemeinden aufgeteilt.Die Datei ""Nettosteuereinnahmen Düsseldorfs insgesamt seit 2002"" enthält folgende Spalteninformationen:<ul><li>Jahr: Erhebungsjahr</li>	<li>Nettosteuereinnahmen insgesamt: Steuereinnahmen insgesamt in Euro</li></ul>",e52242a0-a46d-4e28-8c85-0255bcfd984c,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Regierung und öffentlicher Sektor,2020-01-28T04:14:25.160423,Düsseldorf,https://open.nrw/dataset/nettosteuereinnahmen-duesseldorf-insgesamt-seit-2002-d,,,,,
Stadt Bonn: Statistik Theater Bonn,Theater - Besucherzahlen,Theater,Besucherzahlen,Vierteljahresübersichten zu der Gewinn- und Verlustrechnung und Besucherstatistik für das Theater der Bundesstadt Bonn. Dieses Datenthema befindet sich noch im Aufbau.,63dc34f7-0c28-4d8e-bd47-f8cf50840f72,http://dcat-ap.de/def/licenses/cc-zero,"Bildung, Kultur und Sport",2020-01-28T01:07:20.541321,Bonn,https://open.nrw/dataset/statistik-theater-bonn-bn,,,,,
Stadt Köln: Besucherstatistiken für die Bühnen der Stadt Köln,Theater - Besucherzahlen,Theater,Besucherzahlen,Übersicht der Quartalsberichte für die Bühnen der Stadt Köln.,00e260f0-69a6-4182-82e7-a1a86259c5eb,http://dcat-ap.de/def/licenses/cc-by,"Bildung, Kultur und Sport",2020-01-28T00:22:10.093477,Köln,https://open.nrw/dataset/besucherstatistiken-fuer-die-buehnen-der-stadt-koeln-k,,,,,
Stadt Bonn: Geschäftsbericht Tiefbauamt 2013,Tiefbau - Geschäftsberichte,Tiefbau,Geschäftsberichte,Der Geschäftsbericht stellt einen Ausschnitt aus dem umfangreichen Aufgabenspektrum des Tiefbauamtes vertiefend dar. Für den Bereich Entwässerung und Abwasserbeseitigung dient der Geschäftsbericht darüber hinaus als Auswertungsbericht mit einer Analyse der Betriebsabrechnung und Darstellung von Kennzahlen.,056e612f-5ea1-4362-8ea4-c9a6ab717195,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T01:03:04.348425,Bonn,https://open.nrw/dataset/geschaeftsbericht-tiefbauamt-2013-bn,,,,,
