"ORG","MUSTERDATENSATZ","THEMA","BEZEICHNUNG","ART","LEIKA"," KGST","NRW","Kategorie","dcat:theme","dct:title","dct:description","dcat:landingPage","dct:identifier","dcat:Distribution.dct:license","dct:publisher foaf:Agent"
"Stadt Köln","Wahlen - Wahlergebnis Kommunalwahlen","Wahlen","Wahlergebnis Kommunalwahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Oberbürgermeisterwahl Koeln 2015","<p>Die Ergebnisse können bereits am Wahlabend laufend und aktuell in einem standardisierten Format von diesem Web-Server abgerufen werden, z. B. um automatisch weiterverarbeitet zu werden.</p><p>Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen. Folgende Dateien stehen am Wahlabend für Stadt Köln zur Verfügung:</p><p>Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):</p><ul><li>Nr</li><li>Name</li><li>MaxSchnellmeldungen</li><li>AnzSchnellmeldungen</li><li>Wahlberechtigte</li><li>abgegeben</li><li>Wahlbeteiligung</li><li>gültigeStimmzettel</li><li>gültig</li><li>ungültigeStimmzettel</li><li>ungültig</li><li>gültig2</li><li>ungültig2</li></ul><p>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):</p><ul><li>A-Partei</li><li>A-Partei_Proz</li><li>Z_A-Partei</li><li>Z_A-Partei_Proz</li></ul>","https://offenedaten-koeln.de/dataset/oberb%C3%BCrgermeisterwahl-koeln-2015","3d74e39e-377f-49d8-a62a-5fe3a3abc7a5","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Bonn","Wahlen - Wahlergebnis Kommunalwahlen","Wahlen","Wahlergebnis Kommunalwahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Kommunalwahl 2009 (Oberbürgermeister, Bezirksvertretung, Rat)","Wahlergebnisse der Kommunalwahl für das Bonner Stadtgebiet.","https://opendata.bonn.de/dataset/kommunalwahl-2009-oberb%C3%BCrgermeister-bezirksvertretung-rat","dcef5ac9-cf77-498e-98d9-e83fb7037e05","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Landeshauptstadt Düsseldorf","Wahlen - Wahlergebnis Kommunalwahlen","Wahlen","Wahlergebnis Kommunalwahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Ratswahl 2014 Düsseldorf","<p>Der Datensatz enthält die Ergebnisse der Ratswahlen am 25. Mai 2014 der Stadt Düsseldorf.</p><p>Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen. Folgende Dateien stehen am Wahlabend für Landeshauptstadt Düsseldorf zur Verfügung:</p><p>Die Dateien sind in UTF-8 codiert. Excel zeigt standardmäßig die Umlaute in den Dateien nicht korrekt an. Dies können Sie wie folgt umgehen:</p><p>Excel 2003<br />Wählen Sie über das Menü 'Daten' -&gt; 'Externe Daten importieren' den Menüpunkt 'Daten importieren' aus. Es öffnet sich der Dialog 'Datenquelle auswählen'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.</p><p>Excel 2010<br />Wählen Sie über die Karteikarte 'Daten' im Abschnitt 'Externe Daten abrufen' die Option 'Aus Text' aus. Es öffnet sich der Dialog 'Textdatei importieren'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.</p><p>Die Dateien enthalten jeweils folgende Spalteninformationen:</p><ul><li>Nr: Nummer des Wahlbezirks</li><li>Name: Bezeichnung des Wahlbezirks</li><li>MaxSchnellmeldungen: maximale Anzahl der Schnellmeldungen</li><li>AnzSchnellmeldungen: Anzahl der bereits erfassten Schnellmeldungen</li><li>Wahlberechtigte: Anzahl der Wahlberechtigten</li><li>Abgegeben: Anzahl der abgegebenen Stimmzettel</li><li>Wahlbeteiligung: Wahlbeteiligungen in den jeweiligen Ansichtsebenen</li><li>gültigeStimmzettel: Anzahl der gültig abgegebenen Stimmzettel</li><li>gültig: Anzahl der gültig abgegebenen Stimmen</li><li>ungültigeStimmzettel: Anzahl der ungültig abgegebenen Stimmzettel</li><li>ungültig: Anzahl der ungültig abgegebenen Stimmen</li></ul><p>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei'):</p><ul><li>A-Partei: Anzahl der Gesamtstimmen der Partei</li><li>A-Partei_Proz: Prozentualer Anteil der Gesamtstimmen der Partei vom Gesamtergebnis</li></ul>","https://opendata.duesseldorf.de/dataset/ratswahl-2014-d%C3%BCsseldorf","2a98ba36-2a33-4f64-9eef-8ca739d3f1cf","http://dcat-ap.de/def/licenses/dl-by-de/2.0","Landeshauptstadt Düsseldorf"
"Stadt Bonn","Wahlen - Wahlergebnis Kommunalwahlen","Wahlen","Wahlergebnis Kommunalwahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Kommunalwahl 2014 (Rat, Bezirksvertretung)","Wahlergebnisse der Kommunalwahl für das Bonner Stadtgebiet.","https://opendata.bonn.de/dataset/kommunalwahl-2014-rat-bezirksvertretung","89dcfee8-8e7b-4625-a4b2-b2218531c93d","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Kerpen","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","D12 Landtagswahlen Stadt Kerpen","<p>Wahlergebnisse, StraßenverzeichnisseÂ zu Landtagswahlen in der Stadt Kerpen.</p>

<p>Beschreibungen zum Datensatzaufbau finden Sie unter <a href=""http://offenedaten.kdvz-frechen.de/dataset/datensatzbeschreibung-wahlen"">Datensatzbeschreibung Wahlen</a>.</p>
","https://offenedaten.kdvz-frechen.de/dataset/d12-landtagswahlen-stadt-kerpen","1560fb0b-47d5-4041-812f-8d98e4c0571b","http://dcat-ap.de/def/licenses/cc-by","Kerpen"
"Landeshauptstadt Düsseldorf","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Landtagswahl 2012 Düsseldorf","<p>Der Datensatz enthält die Ergebnisse der Landtagswahl am 13. Mai 2012 der Stadt Düsseldorf.</p><p>Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen. Folgende Dateien stehen am Wahlabend für Landeshauptstadt Düsseldorf zur Verfügung:</p><p>Die Dateien sind in UTF-8 codiert. Excel zeigt standardmäßig die Umlaute in den Dateien nicht korrekt an. Dies können Sie wie folgt umgehen:</p><p>Excel 2003<br />Wählen Sie über das Menü 'Daten' -&gt; 'Externe Daten importieren' den Menüpunkt 'Daten importieren' aus. Es öffnet sich der Dialog 'Datenquelle auswählen'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.</p><p>Excel 2010<br />Wählen Sie über die Karteikarte 'Daten' im Abschnitt 'Externe Daten abrufen' die Option 'Aus Text' aus. Es öffnet sich der Dialog 'Textdatei importieren'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.</p><p>Die Dateien enthalten jeweils folgende Spalteninformationen:</p><ul><li>Nr: Nummer des Wahlbezirks</li><li>Name: Bezeichnung des Wahlbezirks</li><li>MaxSchnellmeldungen: maximale Anzahl der Schnellmeldungen</li><li>AnzSchnellmeldungen: Anzahl der bereits erfassten Schnellmeldungen</li><li>Wahlberechtigte: Anzahl der Wahlberechtigten</li><li>Abgegeben: Anzahl der abgegebenen Stimmzettel</li><li>Wahlbeteiligung: Wahlbeteiligungen in den jeweiligen Ansichtsebenen</li><li>gültigeStimmzettel: Anzahl der gültig abgegebenen Stimmzettel</li><li>gültig: Anzahl der gültig abgegebenen Erststimmen</li><li>ungültigeStimmzettel: Anzahl der ungültig abgegebenen Stimmzettel</li><li>ungültig: Anzahl der ungültig abgegebenen Erststimmen</li><li>gültig2: Anzahl der gültig abgegebenen Zweitstimmen</li><li>ungültig2: Anzahl der ungültig abgegebenen Zweitstimmen</li></ul><p>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei'):</p><ul><li>A-Partei: Anzahl der Gesamtstimmen der Partei</li><li>A-Partei_Proz: Prozentualer Anteil der Gesamtstimmen der Partei vom Gesamtergebnis</li><li>Z_A-Partei: Anzahl der Gesamtzweitstimmen der Partei</li><li>Z_A-Partei_Proz: Prozentualer Anteil der Gesamtzweitstimmen der Partei vom Gesamtzweitstimmenergebnis</li></ul>","https://opendata.duesseldorf.de/dataset/landtagswahl-2012-d%C3%BCsseldorf","7ddb50e3-3983-4b63-9c8c-23a22e79d1c9","http://dcat-ap.de/def/licenses/dl-by-de/2.0","Landeshauptstadt Düsseldorf"
"Landeshauptstadt Düsseldorf","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Landtagswahl 2017 Düsseldorf","<p>Der Datensatz enthält die Ergebnisse der Landtagswahl am 14. Mai 2017 der Stadt Düsseldorf.</p><p>Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen. Folgende Dateien stehen am Wahlabend für Landeshauptstadt Düsseldorf zur Verfügung:</p><p>Die Dateien sind in UTF-8 codiert. Excel zeigt standardmäßig die Umlaute in den Dateien nicht korrekt an. Dies können Sie wie folgt umgehen:</p><p>Excel 2003<br />Wählen Sie über das Menü 'Daten' -&gt; 'Externe Daten importieren' den Menüpunkt 'Daten importieren' aus. Es öffnet sich der Dialog 'Datenquelle auswählen'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.</p><p>Excel 2010<br />Wählen Sie über die Karteikarte 'Daten' im Abschnitt 'Externe Daten abrufen' die Option 'Aus Text' aus. Es öffnet sich der Dialog 'Textdatei importieren'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.</p><p>Die Dateien enthalten jeweils folgende Spalteninformationen:</p><ul><li>Nr: Nummer des Wahlbezirks</li><li>Name: Bezeichnung des Wahlbezirks</li><li>MaxSchnellmeldungen: maximale Anzahl der Schnellmeldungen</li><li>AnzSchnellmeldungen: Anzahl der bereits erfassten Schnellmeldungen</li><li>Wahlberechtigte: Anzahl der Wahlberechtigten</li><li>Abgegeben: Anzahl der abgegebenen Stimmzettel</li><li>Wahlbeteiligung: Wahlbeteiligungen in den jeweiligen Ansichtsebenen</li><li>gültigeStimmzettel: Anzahl der gültig abgegebenen Stimmzettel</li><li>gültig: Anzahl der gültig abgegebenen Erststimmen</li><li>ungültigeStimmzettel: Anzahl der ungültig abgegebenen Stimmzettel</li><li>ungültig: Anzahl der ungültig abgegebenen Erststimmen</li><li>gültig2: Anzahl der gültig abgegebenen Zweitstimmen</li><li>ungültig2: Anzahl der ungültig abgegebenen Zweitstimmen</li></ul><p>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei'):</p><ul><li>A-Partei: Anzahl der Gesamtstimmen der Partei</li><li>A-Partei_Proz: Prozentualer Anteil der Gesamtstimmen der Partei vom Gesamtergebnis</li><li>Z_A-Partei: Anzahl der Gesamtzweitstimmen der Partei</li><li>Z_A-Partei_Proz: Prozentualer Anteil der Gesamtzweitstimmen der Partei vom Gesamtzweitstimmenergebnis</li></ul>","https://opendata.duesseldorf.de/dataset/landtagswahl-2017-d%C3%BCsseldorf","65a5c926-dbee-4378-976f-2adb28f633df","http://dcat-ap.de/def/licenses/dl-by-de/2.0","Landeshauptstadt Düsseldorf"
"Stadt Bonn","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Landtagswahl 2005","Wahlergebnisse der Landtagswahl für das Bonner Stadtgebiet.","https://opendata.bonn.de/dataset/landtagswahl-2005","c8f2a3c6-30e9-4f68-9e25-9d675a07cdf2","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Landtagswahl 2010","Wahlergebnisse der Landtagswahl für das Bonner Stadtgebiet.","https://opendata.bonn.de/dataset/landtagswahl-2010","9066db1f-7273-4392-b845-f0118c802746","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Landtagswahl 2012","Wahlergebnisse der Landtagswahl für das Bonner Stadtgebiet.","https://opendata.bonn.de/dataset/landtagswahl-2012","2b1f2bbf-df69-407d-b3dd-a9947448b0e9","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Landtagswahl 2017","CSV-Schnittstellen zur Abfrage von Ergebnissen der Landtagswahl 2017.","https://opendata.bonn.de/dataset/landtagswahl-2017","6a4c7bb4-81fd-4b11-b012-7e7b0b2f0cbd","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Köln","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Landtagswahl 2012, Erststimmen","Landtagswahl 2012, Erststimmen","https://offenedaten-koeln.de/dataset/landtagswahl-2012-erststimmen","3570de39-0196-40fa-ac5a-d531602c32be","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Köln","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Landtagswahl 2012, Zweitstimmen","Landtagswahl 2012, Zweitstimmen","https://offenedaten-koeln.de/dataset/landtagswahl-2012-zweitstimmen","2a102752-65a5-45b5-b9ee-31aa0b62e6ff","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Köln","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Detail/Rohdaten","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Landtagswahl Koeln 2017","<p>Bei der Landtagswahl werden die Abgeordneten des nordrhein-westfälischen Landtags gewählt. Die Wahl findet am 14. Mai 2017 statt. Wahlberechtigt ist, wer am Wahltag Deutsche oder Deutscher im Sinne des Artikels 116 Absatz 1 des Grundgesetzes ist, das 18. Lebensjahr vollendet hat und mindestens seit dem 16. Tag vor der Wahl in Nordrhein-Westfalen seine Wohnung, bei mehreren Wohnungen seinen Hauptwohnsitz hat oder sich sonst gewöhnlich aufhält und keine Wohnung außerhalb des Landes hat.</p>
<p>Die Ergebnisse können bereits am Wahlabend laufend und aktuell in einem standardisierten Format von diesem Web-Server abgerufen werden, z. B. um automatisch weiterverarbeitet zu werden.<br />
Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen. Folgende Dateien stehen am Wahlabend für Stadt Köln zur Verfügung:</p>
<p>Die Dateien sind in UTF-8 codiert. Excel zeigt standardmäßig die Umlaute in den Dateien nicht korrekt an. Dies können Sie wie folgt umgehen:</p>
<p>Excel 2003<br />
Wählen Sie über das Menü 'Daten' -&gt; 'Externe Daten importieren' den Menüpunkt 'Daten importieren' aus. Es öffnet sich der Dialog 'Datenquelle auswählen'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläch 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.</p>
<p>Excel 2010<br />
Wählen Sie über die Karteikarte 'Daten' im Abschnitt 'Externe Daten abrufen' die Option 'Aus Text' aus. Es öffnet sich der Dialog 'Textdatei importieren'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.</p>
<p>Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):</p>
<ul>
<li>Nr: Nummer des Wahlbezirks)</li>
<li>Name: (Bezeichnung des Wahlbezirks)</li>
<li>MaxSchnellmeldungen: (maximale Anzahl der Schnellmeldungen)</li>
<li>AnzSchnellmeldungen: (Anzahl der bereits erfassten Schnellmeldungen)</li>
<li>Wahlberechtigte: (Anzahl der Wahlberechtigten)</li>
<li>abgegeben: (Anzahl der abgegebenen Stimmzettel)</li>
<li>Wahlbeteiligung: (Wahlbeteiligungen in den jeweiligen Ansichtsebenen)</li>
<li>gültigeStimmzettel: (Anzahl der gültig abgegebenen Stimmzettel)</li>
<li>gültig: (Anzahl der gültig abgegebenen Erststimmen)</li>
<li>ungültigeStimmzettel: (Anzahl der ungültig abgegebenen Stimmzettel)</li>
<li>ungültig: (Anzahl der ungültig abgegebenen Erststimmen)</li>
<li>gültig2: (Anzahl der gültig abgegebenen Zweitstimmen)</li>
<li>ungültig2: (Anzahl der ungültig abgegebenen Zweitstimmen)</li>
</ul>
<p>
Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):</p>
<ul>
<li>A-Partei</li>
<li>A-Partei_Proz</li>
<li>Z_A-Partei</li>
<li>Z_A-Partei_Proz</li>
</ul>
<p>
WahlÂ EbeneÂ Dateiname<br />
LandtagswahlÂ GemeindeÂ Landtagswahl_NRW373.csv<br />
LandtagswahlÂ WahlkreisÂ Landtagswahl_NRW3710.csv<br />
LandtagswahlÂ StadtbezirkÂ Landtagswahl_NRW378.csv<br />
LandtagswahlÂ StadtteilÂ Landtagswahl_NRW3711.csv<br />
LandtagswahlÂ StimmbezirkÂ Landtagswahl_NRW376.csv</p>
<p>
HTML-Code für das Einbinden einer Mini-Grafik des Gesamtergebnisses in eine Homepage<br />
WahlÂ Html-Code (Muster)<br />
Landtagswahl<br />
(Erststimme)Â &lt;iframe src='<a href=""http://wahlen.stadt-koeln.de/prod/LTW2017/05315000/html5/LandtagswahlErgebnisGrafik.html"">http://wahlen.stadt-koeln.de/prod/LTW2017/05315000/html5/LandtagswahlErg...</a>' frameborder=0 hspace=0 vspace=0 marginwidth=0 marginheight=0 scrolling=no width=500 height=400 frameborder=0&gt; &lt;/iframe&gt;</p>
<p>
Landtagswahl<br />
(Zweitstimme)Â &lt;iframe src='<a href=""http://wahlen.stadt-koeln.de/prod/LTW2017/05315000/html5/LandtagswahlErgebnisGrafikZ.html"">http://wahlen.stadt-koeln.de/prod/LTW2017/05315000/html5/LandtagswahlErg...</a>' frameborder=0 hspace=0 vspace=0 marginwidth=0 marginheight=0 scrolling=no width=500 height=400 frameborder=0&gt; &lt;/iframe&gt;</p>
","https://offenedaten-koeln.de/dataset/landtagswahl-koeln-2017","77cdbe9b-4209-4791-83dc-40f278c441f1","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Köln","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Übersicht/Statistik","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Ergebnisse_der_Landtagswahlen_in_Koeln_seit_1947_Prozent","Ergebnisse der Landtagswahlen in Köln seit 1947 (prozentuale Aufteilung)","https://offenedaten-koeln.de/dataset/ergebnissederlandtagswahleninkoelnseit1947prozent","d968d086-570d-43ff-9ac6-f77f2a03fe6d","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Köln","Wahlen - Wahlergebnis Landtagswahlen","Wahlen","Wahlergebnis Landtagswahlen","Übersicht/Statistik","124.05","124.06","12102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Ergebnisse_der_Landtagswahlen_in_Koeln_seit_1947_Zahl","Ergebnisse der Landtagswahlen in Köln seit 1947 (Aufteilung nach absoluten Zahlen)","https://offenedaten-koeln.de/dataset/ergebnissederlandtagswahleninkoelnseit1947zahl","88e1af47-cb03-42c6-a5a5-488f82a4db24","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
